price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,amenities,locality
₹ 60 Lacs,"1,156",2 Bedroom,2 Bathroom,2.0,Coronet Greens Apar...,5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,North,4/4,Bike and Car,Yes,"['Lift', 'Club house', 'Swimming pool', 'Security', 'Visitor parking']",Bellandur
₹ 72 Lacs,964,2 Bedroom,2 Bathroom,1.0,Mak Park View Apart...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,2/5,Bike and Car,Yes,"['Gym', 'Security']",Bellandur
₹ 99 Lacs,"1,340",2 Bedroom,2 Bathroom,2.0,Pritam Woods,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,North,1/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', ""Children's play area"", 'Security', 'Sewage treatment plant']",Bellandur
₹ 81 Lacs,"1,170",2 Bedroom,2 Bathroom,3.0,Rc Sai Niketan,5-10 years,Self Owned,5-10 years,,Fully furnished,North,3/4,Bike and Car,Yes,"['Lift', 'Security', 'Visitor parking']",Bellandur
₹ 75 Lacs,"1,136",2 Bedroom,2 Bathroom,2.0,Dsr Crescent,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,2/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', ""Children's play area"", 'Fire safety', 'Security', 'Visitor parking']",Bellandur
₹ 2 Crores,"1,959",3 Bedroom,3 Bathroom,2.0,Paranjape Wind Fiel...,3-5 years,Self Owned,3-5 years,,Fully furnished,East,0/5,Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Park', 'Sewage treatment plant', 'Visitor parking']",Bellandur
₹ 1.6 Crores,"1,212",3 Bedroom,2 Bathroom,2.0,Mana Dale,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,East,10/29,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Visitor parking']",Bellandur
₹ 1.16 Crores,"1,433",2 Bedroom,2 Bathroom,2.0,Passcode Sarjapur 3...,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,South,8/17,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Bellandur
₹ 1.55 Crores,"1,433",3 Bedroom,3 Bathroom,3.0,Passcode Sarjapur 3...,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,South,9/17,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Bellandur
₹ 1.25 Crores,"1,680",3 Bedroom,3 Bathroom,2.0,Samhita Vista,>10 years,Self Owned,>10 years,Marble/Granite,Semi,West,2/5,Car,Yes,"['Lift', 'Internet provider', 'Intercom', ""Children's play area"", 'Security', 'Visitor parking']",Beninganahalli
₹ 60 Lacs,928,2 Bedroom,2 Bathroom,,M S Keerthana,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,4/5,Bike and Car,No,"['Lift', 'Internet provider', ""Children's play area"", 'Fire safety', 'Visitor parking']",Beninganahalli
₹ 75.5 Lacs,"1,090",2 Bedroom,2 Bathroom,2.0,Shree Sai Samruddhi...,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,North,3/4,Bike and Car,Yes,"['Lift', 'Internet provider', ""Children's play area"", 'Security']",Beninganahalli
₹ 65 Lacs,"1,053",2 Bedroom,2 Bathroom,2.0,Sai Nilayam Apartme...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,3/4,Bike and Car,No,"['Lift', 'Intercom', 'Visitor parking']",Beninganahalli
₹ 1.5 Crores,"1,300",2 Bedroom,2 Bathroom,2.0,Big Sky Elite Apart...,1-3 years,Self Owned,1-3 years,Marble/Granite,Fully furnished,North,2/4,Bike and Car,Yes,,Beninganahalli
₹ 75 Lacs,"1,176",2 Bedroom,2 Bathroom,,Evergreen Apartments,5-10 years,Self Owned,5-10 years,,Semi,North,0/3,Bike and Car,No,,Beninganahalli
₹ 70 Lacs,"1,190",2 Bedroom,2 Bathroom,,Brr Elegance,5-10 years,Self Owned,5-10 years,,Fully furnished,North,5/5,Bike and Car,Yes,"[""Children's play area"", 'Security', 'Park', 'Visitor parking']",Beninganahalli
₹ 58 Lacs,985,2 Bedroom,2 Bathroom,2.0,Neeladri Sannidhi,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,2/4,Bike and Car,Yes,['Security'],Beninganahalli
₹ 85 Lacs,"1,040",2 Bedroom,2 Bathroom,2.0,May Flower Gardens,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,South,1/4,Car,Yes,"['Intercom', 'Internet provider', 'Lift', 'Fire safety', 'Sewage treatment plant', 'Park', ""Children's play area"", 'Security', 'Visitor parking']",Beninganahalli
₹ 93 Lacs,"2,150",3 Bedroom,3 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,,Unfurnished,South,0/3,Bike and Car,No,,Beninganahalli
₹ 1.75 Crores,"2,100",3 Bedroom,3 Bathroom,3.0,Skyline Rk Atlantis...,5-10 years,Self Owned,5-10 years,,Fully furnished,East,5/9,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', 'Fire safety', 'Security', 'Visitor parking']",Beninganahalli
₹ 53 Lacs,660,1 Bedroom,1 Bathroom,1.0,Deja View Apartment,>10 years,Self Owned,>10 years,Mosaic,Semi,South,1/2,Bike,Yes,"['Fire safety', 'Park', ""Children's play area"", 'Security']",Beninganahalli
₹ 1 Crore,"1,500",3 Bedroom,2 Bathroom,2.0,"Deepicas Residency,...",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,South,0/4,Car,No,"['Lift', 'Internet provider', 'Intercom', ""Children's play area"", 'Fire safety', 'Security', 'Visitor parking']",Beninganahalli
₹ 85 Lacs,"1,050",2 Bedroom,2 Bathroom,1.0,Gitanjali Icon,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,1/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Sewage treatment plant', 'Visitor parking']",Beninganahalli
₹ 60 Lacs,"1,180",3 Bedroom,2 Bathroom,2.0,Motati Medows Apart...,>10 years,Self Owned,>10 years,Marble/Granite,Semi,East,3/4,Bike and Car,Yes,"['Lift', 'Security']",Beninganahalli
₹ 85 Lacs,"1,200",2 Bedroom,1 Bathroom,1.0,Sr Sapphire,1-3 years,Self Owned,1-3 years,,Fully furnished,North,0/4,Bike and Car,Yes,"['Intercom', 'Internet provider', 'Lift', 'Park', 'Shopping center', ""Children's play area"", 'Security', 'Gym', 'Visitor parking']",Beninganahalli
₹ 70 Lacs,"1,185",2 Bedroom,2 Bathroom,,Motati Meadows,>10 years,Self Owned,>10 years,,Semi,South-West,3/4,Bike and Car,Yes,"['Lift', ""Children's play area"", 'Park', 'Visitor parking']",Beninganahalli
₹ 65 Lacs,"1,149",2 Bedroom,2 Bathroom,3.0,Swarna Residency,>10 years,Self Owned,>10 years,,Semi,West,1/4,Bike and Car,Yes,"['Lift', 'Security']",Beninganahalli
₹ 65 Lacs,"1,140",2 Bedroom,2 Bathroom,,Swarna Residency,>10 years,Self Owned,>10 years,,Semi,West,0/3,Bike and Car,Yes,['Security'],Beninganahalli
₹ 97 Lacs,"1,600",3 Bedroom,3 Bathroom,4.0,Gitanjali Apartment,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,3/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']",Beninganahalli
₹ 70 Lacs,"1,300",3 Bedroom,3 Bathroom,2.0,Bda Kailas Housing ...,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,South,3/7,Car,Yes,"['Lift', 'Gym', 'Security']",Beninganahalli
₹ 1.55 Crores,"1,542",3 Bedroom,2 Bathroom,3.0,Sraddha Silver Oak ...,>10 years,Self Owned,>10 years,Marble/Granite,Semi,South-West,3/3,Bike and Car,Yes,"['Lift', 'Gym', 'Intercom', ""Children's play area"", 'Security', 'Park', 'Sewage treatment plant']",Beninganahalli
₹ 1.2 Crores,"1,500",3 Bedroom,3 Bathroom,2.0,"Rahat Residency, C ...",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,South,2/4,Car,Yes,"['Lift', 'Security']",Beninganahalli
₹ 58 Lacs,598,1 Bedroom,2 Bathroom,1.0,Salarpuria East Cre...,1-3 years,Self Owned,1-3 years,Mosaic,Semi,North-East,6/15,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Park', 'Sewage treatment plant', 'Visitor parking']",Beninganahalli
₹ 95 Lacs,"1,690",3 Bedroom,3 Bathroom,,Sai Apartment,5-10 years,Self Owned,5-10 years,,Unfurnished,North-West,1/4,Bike and Car,Yes,['Security'],Beninganahalli
₹ 75 Lacs,"1,080",2 Bedroom,2 Bathroom,1.0,S Raja Apartments,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,North,1/5,Car,Yes,"['Lift', 'Internet provider', 'Fire safety', 'Security', 'Gas pipeline', 'Visitor parking']",Beninganahalli
₹ 74 Lacs,"1,190",2 Bedroom,2 Bathroom,2.0,"Sr Enclave, Kasturi...",>10 years,Self Owned,>10 years,Marble/Granite,Fully furnished,East,3/4,Bike and Car,Yes,"['Lift', 'Internet provider', 'Security']",Beninganahalli
₹ 68 Lacs,"1,150",2 Bedroom,2 Bathroom,1.0,Affinity Sunshine,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,4/5,Bike and Car,Yes,"['Lift', 'Internet provider', 'Intercom', 'Security', 'Sewage treatment plant']",Beninganahalli
₹ 60 Lacs,"1,080",2 Bedroom,2 Bathroom,,Sr Enclave,>10 years,Self Owned,>10 years,,Semi,East,2/5,Bike and Car,No,"['Lift', 'Club house']",Beninganahalli
₹ 41 Lacs,950,2 Bedroom,2 Bathroom,1.0,Shoppercity Complex,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,North,2/4,Bike and Car,Yes,"['Lift', 'Internet provider', ""Children's play area"", 'Security']",Beninganahalli
₹ 1 Crore,"3,200",4 Bedroom,8 Bathroom,3.0,Standalone Building,1-3 years,Self Owned,1-3 years,Vitrified Tiles,Semi,South-East,0/3,Bike,No,"['Internet provider', 'Intercom']",Beninganahalli
₹ 94 Lacs,976,2 Bedroom,2 Bathroom,1.0,Sln Paradise,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Fully furnished,West,4/5,Bike and Car,Yes,"['Lift', 'Fire safety', 'Security', 'Visitor parking']",Beninganahalli
₹ 40 Lacs,"1,026",2 Bedroom,2 Bathroom,1.0,Innovative Raaga,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,3/4,Bike and Car,Yes,"['Lift', 'Security']",Beninganahalli
₹ 85 Lacs,"1,210",2 Bedroom,2 Bathroom,2.0,Sr Enclave,>10 years,Self Owned,>10 years,Marble/Granite,Fully furnished,West,2/4,Bike and Car,Yes,"['Lift', 'Internet provider', 'Fire safety', 'Security', 'Visitor parking']",Beninganahalli
₹ 70 Lacs,"1,100",2 Bedroom,2 Bathroom,,Artforms Inspiron A...,5-10 years,Self Owned,5-10 years,,Semi,North,1/4,Bike and Car,Yes,['Security'],Beninganahalli
₹ 1.3 Crores,"1,359",2 Bedroom,2 Bathroom,2.0,Rakesh Fantasy Gard...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,2/3,Bike and Car,Yes,"['Swimming pool', 'Gym', 'Club house', 'Gas pipeline', ""Children's play area"", 'Sewage treatment plant', 'Lift', 'Fire safety', 'Internet provider', 'Park', 'Security']",Beninganahalli
₹ 45 Lacs,"1,025",2 Bedroom,2 Bathroom,1.0,Innovative Raaga,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,West,2/4,Car,Yes,['Security'],Beninganahalli
₹ 72 Lacs,"1,230",2 Bedroom,2 Bathroom,3.0,Doctors Apartment,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,3/3,Bike and Car,Yes,"['Lift', 'Internet provider', 'Security', 'Visitor parking']",Beninganahalli
₹ 60 Lacs,"1,080",2 Bedroom,2 Bathroom,,Sr Enclave,>10 years,Self Owned,>10 years,,Semi,East,3/4,Bike and Car,Yes,['Security'],Beninganahalli
₹ 70 Lacs,"1,150",2 Bedroom,2 Bathroom,,Afiniti Sunshine,Newly Constructed,Self Owned,Newly Constructed,,Semi,North,1/3,Bike and Car,Yes,['Security'],Beninganahalli
₹ 95 Lacs,"1,645",3 Bedroom,3 Bathroom,1.0,Sai Meghana Orchid,>10 years,Self Owned,>10 years,,Fully furnished,North-East,3/4,Bike and Car,Yes,"['Lift', 'Security']",Benson Town
₹ 2.4 Crores,"2,615",4 Bedroom,4 Bathroom,3.0,"Samhita Oaks, Benso...",5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,West,1/4,Bike and Car,Yes,"['Lift', 'Fire safety', 'Security', 'Visitor parking']",Benson Town
₹ 62 Lacs,"1,010",2 Bedroom,2 Bathroom,1.0,Scindia Prime Class...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,3/3,Bike and Car,No,"['Lift', 'Sewage treatment plant', 'Visitor parking']",Benson Town
₹ 1.3 Crores,"1,700",4 Bedroom,3 Bathroom,,M Z Heritage,5-10 years,Self Owned,5-10 years,,Semi,West,5/6,Bike and Car,No,,Benson Town
₹ 9 Crores,"4,995",4 Bedroom,5 Bathroom,,Rmz Woodsvale,>10 years,Self Owned,>10 years,,Semi,North-East,0/4,Bike and Car,Yes,"['Gym', 'Security']",Benson Town
₹ 2 Crores,"2,650",3 Bedroom,3 Bathroom,1.0,Petals,>10 years,Self Owned,>10 years,Marble/Granite,Semi,North,3/3,Car,Yes,"['Lift', 'Security']",Benson Town
₹ 7.2 Crores,"4,292",4 Bedroom,5 Bathroom,,Brigade Crescent,>10 years,Self Owned,>10 years,,Semi,North,1/10,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Swimming pool', 'Park', 'Visitor parking']",Benson Town
₹ 1.5 Crores,"2,000",4 Bedroom,4 Bathroom,2.0,Independent House,5-10 years,Self Owned,5-10 years,,Fully furnished,3/3,3/3,Bike and Car,No,"['Lift', 'Visitor parking']",Benson Town
₹ 80 Lacs,"1,200",2 Bedroom,2 Bathroom,3.0,Rr Tawakkal Apartme...,>10 years,Self Owned,>10 years,Marble/Granite,Semi,West,2/3,Bike and Car,Yes,['Security'],Benson Town
₹ 85 Lacs,"1,300",3 Bedroom,2 Bathroom,1.0,Rr Tawakkal Apartme...,>10 years,Self Owned,>10 years,Marble/Granite,Semi,East,2/3,Bike and Car,Yes,['Security'],Benson Town
₹ 2 Crores,"2,400",4 Bedroom,3 Bathroom,2.0,Rr Tawakkal Apartme...,>10 years,Self Owned,>10 years,Marble/Granite,Fully furnished,West,3/3,Bike and Car,Yes,['Security'],Benson Town
₹ 85 Lacs,"1,175",2 Bedroom,2 Bathroom,1.0,"Petals, Benson Town",>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North-East,1/3,Car,Yes,"['Lift', 'Security']",Benson Town
₹ 50 Lacs,930,2 Bedroom,2 Bathroom,2.0,Scindia Prime Class...,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,3/3,Bike and Car,Yes,"['Lift', 'Internet provider', 'Security', 'Sewage treatment plant', 'Visitor parking']",Benson Town
₹ 3 Crores,"2,615",4 Bedroom,4 Bathroom,3.0,Samitha Oaks,5-10 years,Self Owned,5-10 years,Marble/Granite,Semi,West,0/4,Bike and Car,Yes,"['Lift', 'Security']",Benson Town
₹ 99 Lacs,"1,280",3 Bedroom,3 Bathroom,5.0,Sb,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Semi,North-East,1/4,Car,No,"['Internet provider', 'Lift', 'Visitor parking']",Benson Town
₹ 5 Crores,"3,500",3 Bedroom,4 Bathroom,2.0,Prestige Benson Cou...,>10 years,Self Owned,>10 years,Marble/Granite,Fully furnished,North-East,3/3,Bike and Car,Yes,"['Lift', 'Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Shopping center', 'Park', 'Sewage treatment plant', 'Visitor parking']",Benson Town
₹ 82 Lacs,"1,350",3 Bedroom,3 Bathroom,1.0,Khan,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Semi,South,1/3,Car,No,"['Lift', 'Club house', ""Children's play area"", 'Visitor parking']",Benson Town
₹ 1.1 Crores,"2,600",4 Bedroom,4 Bathroom,4.0,Standlone Building ...,>10 years,Self Owned,>10 years,,Semi,North,0/3,No,No,,Benson Town
₹ 90 Lacs,"1,175",2 Bedroom,2 Bathroom,1.0,Petals Apartment,>10 years,Self Owned,>10 years,,Semi,North-East,1/3,Car,Yes,"['Lift', 'Security', 'Visitor parking']",Benson Town
₹ 4.5 Crores,"3,000",3 Bedroom,5 Bathroom,,Prestige Benson Cou...,>10 years,Self Owned,>10 years,,Semi,East,2/3,Bike and Car,Yes,"['Gym', 'Security']",Benson Town
₹ 62 Lacs,900,2 Bedroom,2 Bathroom,,Sunrise Apartments,5-10 years,Self Owned,5-10 years,,Unfurnished,East,0/3,Bike and Car,Yes,['Security'],Benson Town
₹ 85 Lacs,"1,200",3 Bedroom,2 Bathroom,,Ar Mark Apartment,>10 years,Self Owned,>10 years,,Semi,1/5,1/5,Bike and Car,Yes,['Security'],Benson Town
₹ 46 Lacs,750,2 Bedroom,2 Bathroom,2.0,A M Venuza,1-3 years,Self Owned,1-3 years,Vitrified Tiles,Semi,Don't Know,3/5,Bike,Yes,"['Lift', 'Club house', 'Security', 'Visitor parking']",Benson Town
₹ 7 Crores,"4,400",4 Bedroom,5 Bathroom,4.0,Woodsvale,>10 years,Self Owned,>10 years,Marble/Granite,Fully furnished,South,3/3,Car,No,"['Intercom', 'Internet provider', 'Lift', 'Club house', 'Fire safety', 'Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Swimming pool', 'Gym', 'Visitor parking']",Benson Town
₹ 2 Crores,"3,500",3 Bedroom,3 Bathroom,,Petals,>10 years,Self Owned,>10 years,,Semi,East,3/3,Bike and Car,Yes,['Security'],Benson Town
₹ 52 Lacs,"1,225",2 Bedroom,2 Bathroom,2.0,Mahaveer Marvel,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North,2/4,Bike and Car,Yes,"['Gym', 'Visitor parking', ""Children's play area"", 'Swimming pool', 'Internet provider', 'Club house', 'Intercom', 'Park', 'Fire safety', 'Lift', 'Sewage treatment plant', 'Security']",Bommanahalli
₹ 78 Lacs,"1,126",2 Bedroom,2 Bathroom,2.0,Aditya Tussar Apart...,5-10 years,Self Owned,5-10 years,Wooden,Semi,West,2/3,Car,Yes,"['Internet provider', 'Lift', 'Security', 'Gym', 'Visitor parking']",Bommanahalli
₹ 57 Lacs,"1,125",2 Bedroom,2 Bathroom,3.0,Mahaveer Palms,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,2/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Sewage treatment plant', 'Visitor parking']",Bommanahalli
₹ 39 Lacs,980,2 Bedroom,2 Bathroom,2.0,Smr Neha Premier,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,West,3/4,Bike and Car,No,"['Lift', 'Internet provider', ""Children's play area"", 'Park', 'Visitor parking']",Bommanahalli
₹ 57 Lacs,"1,075",2 Bedroom,2 Bathroom,2.0,Vaishnavi,Under Construction,Self Owned,Under Construction,Vitrified Tiles,Unfurnished,North,2/3,Car,Yes,"['Lift', 'Security', 'Sewage treatment plant']",Bommanahalli
₹ 1.12 Crores,"1,760",3 Bedroom,3 Bathroom,3.0,Golden Rays,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,East,3/4,Bike and Car,Yes,"['Gym', 'Security']",Bommanahalli
₹ 18 Lacs,440,2 Bedroom,2 Bathroom,,Ittina Sarva 2,>10 years,Self Owned,>10 years,,Unfurnished,North,0/3,Bike,No,,Bommanahalli
₹ 75 Lacs,"1,585",3 Bedroom,3 Bathroom,,Alpine Park,>10 years,Self Owned,>10 years,,Semi,East,4/4,Bike and Car,Yes,"['Gym', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security']",Bommanahalli
₹ 72 Lacs,"1,350",3 Bedroom,2 Bathroom,1.0,Ds Max Serenity B B...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Fully furnished,North-East,1/4,Car,Yes,"['Lift', 'Park', 'Security', 'Swimming pool', 'Gym']",Bommanahalli
₹ 72 Lacs,"1,290",2 Bedroom,2 Bathroom,3.0,Perody Palace,5-10 years,Self Owned,5-10 years,,Semi,East,2/5,Bike and Car,Yes,"['Lift', ""Children's play area"", 'Security']",Bommanahalli
₹ 57 Lacs,"1,035",2 Bedroom,2 Bathroom,2.0,Prabhavathi Galaxy,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,North,4/4,Bike and Car,Yes,"['Lift', 'Security']",Bommanahalli
₹ 48.5 Lacs,945,2 Bedroom,2 Bathroom,1.0,Pjc Primerose Resid...,Newly Constructed,Self Owned,Newly Constructed,Vitrified Tiles,Unfurnished,East,2/5,Car,Yes,"['Lift', 'Security']",Bommanahalli
₹ 55 Lacs,"1,450",3 Bedroom,3 Bathroom,2.0,Sanjana Sapphire,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Unfurnished,West,0/4,Bike and Car,Yes,['Security'],Bommanahalli
₹ 1 Crore,"1,350",3 Bedroom,2 Bathroom,1.0,Ds Max Serenity,5-10 years,Self Owned,5-10 years,,Semi,East,3/4,Car,Yes,"['Lift', 'Gym', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Sewage treatment plant', 'Visitor parking']",Bommanahalli
₹ 60 Lacs,"1,145",2 Bedroom,2 Bathroom,2.0,Mahaveer Marvel,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,4/4,Bike and Car,Yes,"['Gym', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security']",Bommanahalli
₹ 1 Crore,"1,355",2 Bedroom,2 Bathroom,,Royal Royal Legend,>10 years,Self Owned,>10 years,Vitrified Tiles,Fully furnished,East,1/7,Bike and Car,No,['Gym'],Bommanahalli
₹ 54 Lacs,"1,155",2 Bedroom,2 Bathroom,2.0,Radiant Lotus,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,West,4/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Intercom', 'Swimming pool', ""Children's play area"", 'Security', 'Park', 'Sewage treatment plant']",Bommanahalli
₹ 1.65 Crores,"3,395",3 Bedroom,4 Bathroom,2.0,"Suraj Residency, Bt...",5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,North-East,1/4,Bike and Car,No,['Gym'],Bommanahalli
₹ 75 Lacs,"1,100",2 Bedroom,2 Bathroom,1.0,Jheel Residency,3-5 years,Self Owned,3-5 years,Vitrified Tiles,Fully furnished,North,1/4,Bike and Car,Yes,"['Lift', 'Internet provider', 'Fire safety', 'Security', 'Gas pipeline', 'Visitor parking']",Bommanahalli
₹ 1.75 Crores,"1,800",3 Bedroom,3 Bathroom,2.0,Janhavi Enclave Apa...,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Unfurnished,West,8/13,Bike and Car,No,"['Lift', 'Internet provider', 'Club house', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Park', 'Sewage treatment plant', 'Visitor parking']",Bommanahalli
₹ 75 Lacs,"1,200",2 Bedroom,2 Bathroom,2.0,Pioneer Wood Winds,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,North,4/4,Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Intercom', 'Swimming pool', ""Children's play area"", 'Fire safety', 'Security', 'Gas pipeline', 'Sewage treatment plant', 'Visitor parking']",Bommanahalli
₹ 60 Lacs,"1,531",3 Bedroom,3 Bathroom,2.0,Prabhavathi Enclave,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,North-East,3/3,Bike and Car,Yes,"['Lift', 'Security']",Bommanahalli
₹ 45 Lacs,991,2 Bedroom,2 Bathroom,,Prabhavathi Windsor,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,0/5,Car,Yes,"['Intercom', 'Internet provider', 'Lift', 'Fire safety', 'Sewage treatment plant', 'Security', 'Gym']",Bommanahalli
₹ 70 Lacs,"1,350",2 Bedroom,2 Bathroom,1.0,Sumukha Pride,5-10 years,Self Owned,5-10 years,Vitrified Tiles,Semi,East,2/4,Bike and Car,Yes,"['Lift', 'Gym', 'Internet provider', 'Intercom', ""Children's play area"", 'Fire safety', 'Security', 'Visitor parking']",Bommanahalli
