web-scraper-order,web-scraper-start-url,link01,link01-href,price,sqft,bedroom,bathroom,balcony,apartment,age,ownership,maintenance,flooring,furnishing,facing,floor,parking,gated_security,description,bus_station,amenities,address,locality,bus_count
1704967497-11,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK Flat For Sale  In Chandra Layout,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-chandra-layout-bangalore/8a9faf827ba5f6b2017ba62c272417b3/detail,₹ 95 Lacs,686,2 Bedroom,3 Bathroom,2.0,Standalone Building,>10 years,Self Owned,>10 years,686 sq.ft,2/2,North,2/2,No,No,"This 2 BHK for sale comes with an affordable price tag of just 95 Lakhs rupees with an additional perk of paying no brokerage. This North facing home is on the 2nd floor. Spread over 686 sqft. this home is an ideal place to live in.

If you are a frequent traveller, then you'll be happy to note that train station is less than 10 minutes from this house. With a subway station located nearby, this home is well connected & offers many transit options. 

The ATM & bus station are close by, you will find having money in hand & access to public transport very easy. With a petrol pump & super market your daily needs are easily fulfilled

As Veeresh Cinema, Anjan Cinemas & Nalanda Theatre are in close proximity to this house, you can catch the latest movies at any time. If you are looking for gifts, or just want to spoil yourself, Gopalan Legacy Mall, Vijayanagar BDA Shopping Complex and Swathi Ceramics have a wide variety of things that you can choose from.

Being situated near Medisex Foundation, Radhakrishna Multispeciality Hospital and IVF Centre and The Victoria Hospital, emergency care is very easily available at any time. Sri Sri Ravishankar Bal Mandir, Vijaynagar, Bangalore, Greenwood High School and Max Muller High School are well known educational institutes in town & are very close to this home.",Bus StationsBMTC Bus Stop0.2 km | 2 minsGanesha Temple Chandra Layout0.2 km | 3 minsChandra Layout-Bus Stop0.3 km | 4 minsBMTC Depot0.6 km | 7 minsBMTC Bus Stop0.6 km | 8 mins,,"Standalone Building, Vijayanagar, i phase near Vidya Sagar Public English School",Attiguppe,5.0
1704967499-12,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK Flat For Sale  In Nagarbhavi,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-nagarbhavi-bangalore/8a9fb1838bfb468c018bfbce5c4c4bf1/detail,₹ 1.65 Crores,"3,300",4 Bedroom,9 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,"3,300 sq.ft",0/3,East,0/3,Bike and Car,No,"TOTAL 9BHK
This 4+ BHK in Nagarbhavi for sale is an ideal investment, the home is spacious and comfortable. This home is over 3300 sqft. & even comes with ample space for car and bike parking. This home faces the East direction.",Bus StationsBMTC Bus Stop0.2 km | 2 minsGanesha Temple Chandra Layout0.2 km | 3 minsChandra Layout-Bus Stop0.3 km | 4 minsBMTC Depot0.6 km | 7 minsBMTC Bus Stop0.6 km | 8 mins,,"Standalone Building, 2nd Stage Rd, BCC Layout, NEAR Vidyasagar Public School",Attiguppe,5.0
1704967501-13,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4 BHK Flat In Madhava Arcade For Sale  In  Chandra Layout,https://www.nobroker.in/property/buy/4-bhk-apartment-for-sale-in--chandra-layout-bangalore/8a9fc683818f600801819003654f6f54/detail,₹ 80 Lacs,"1,200",4 Bedroom,3 Bathroom,,Madhava Arcade,3-5 years,Self Owned,3-5 years,,Semi,North,3/4,Bike and Car,Yes,"A 4 BHK in Chandra Layout for sale is now available, it is one of a few houses at this rate. This home is over 1200 sqft. & even comes with ample car and bike parking facility. This North facing home is on the 3rd floor.

If you are looking for a home with security, this home is just right for you.

Being situated near Vagus Super Specialty Hospital, Bangalore Baptist Hospital and Manipal Hospital Malleshwaram, emergency care is very easily available at any time. Kendriya Vidyalaya Hebbal, Kendriya Vidyalaya Malleswaram and The Bangalore Education Society are well known educational institutes in town & are very close to this home.

As Vaibhav Theatre, Sri Radhakrishna Theatre & Cauvery Theatre are in close proximity to this house, you can catch the latest movies at any time. Never miss out on lifestyle as Balaji Store, BDA Complex and Bel Air Drive are so close by.",Bus StationsSRS Travels6.5 km | 17 minsYeshwantpur Bus Depot6.0 km | 15 minsCBI2.2 km | 7 minsRahamath Nagar1.2 km | 3 minsPolice Station RT Nagara2.1 km | 6 mins,['Security'],"Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout",Attiguppe,5.0
1704967503-14,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK Flat In Madeshwara Nilaya  For Sale  In Attiguppe,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-attiguppe-bangalore/8a9fae8281e1c5510181e25721d473ef/detail,₹ 3.6 Crores,"2,000",4 Bedroom,10 Bathroom,,Madeshwara Nilaya,5-10 years,Self Owned,5-10 years,,Semi,North,0/4,Bike,No,"ground floor 3 unit  1st floor  4 units 2 floor  4 unit 3rd floor  1 unit 	back side 3 bhk type is available
This lovely 4+ BHK for sale is only 3.6 Crores rupees without any extra brokerage & could be your new home. This North facing home is over 2000 sqft. & is in a convenient location. You get ample & dedicated space for bike parking with this home.

With a subway station located nearby, this home is well connected & offers many transit options.  If you are a frequent traveller, then you'll be happy to note that train station is less than 10 minutes from this house.

Carmel High School, Rahmania English School and res convent are well known educational institutes in town & are very close to this home. Being situated near Wockhardt Hospital, Fortis Hospital and Dr. Satyaprakash's Centre for Digestive and Liver Diseases, emergency care is very easily available at any time.

If you are looking for gifts, or just want to spoil yourself, Swathi Ceramics, Janatha Bazaar and K S R T C Travels - Shobha Enterprises have a wide variety of things that you can choose from. With MM Group, Prasanna Theatre & Chithra Mandali close by, you can catch your favourite movies running & never worry about missing a show because of traffic.",Bus StationsMysore Road Satellite Bus Station2.8 km | 9 minsSRS Travels5.3 km | 17 minsChandra Layout1.2 km | 5 minsBCC Layout2.2 km | 7 minsHosahalli Metro Station1.9 km | 6 mins,,"7th Main Rd, Govindaraja Nagar near   Shani Mahatma,Subbanna Garden",Attiguppe,5.0
1704967506-15,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK Apartment In Maruthi Apartments For Sale  In Vijaya Nagar,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-vijaya-nagar-bangalore/8a9fb9827f6e48b7017f6eb970244333/detail,₹ 80 Lacs,900,2 Bedroom,2 Bathroom,1.0,Maruthi Apartments,>10 years,Self Owned,>10 years,Mosaic,Unfurnished,North,2/2,Bike,No,,"Bus StationsVijayanagara TTMC0.3 km | 4 minsSubbanna Garden0.3 km | 3 minsVijayanagar TTMC, ??????? ?? ?? ?? ??0.3 km | 4 minsBMTC Bus Stop0.7 km | 9 minsKSRTC Ticket Booking Centre0.7 km | 10 mins",,"Chord Road, near Attiguppe Metro Station",Attiguppe,5.0
1704967508-16,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK Flat In Nv Building For Sale  In Vijayanagar,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-vijayanagar-bangalore/8a9fa0838be55bbc018be65d8f4b10e8/detail,₹ 1.5 Crores,"2,800",4 Bedroom,9 Bathroom,,Nv Building,Newly Constructed,Self Owned,Newly Constructed,,Unfurnished,East,0/4,Bike and Car,No,"Get this 4+ BHK for sale in Vijayanagar now, you save lakhs on brokerage! This East facing home is over 2800 sqft. & is in a convenient location. You get ample & dedicated parking space for car and bike with this home.",Bus StationsSRS Travels6.2 km | 22 minsChandra Layout0.6 km | 3 minsBande Maramma Bus Station2.3 km | 10 minsBCC Layout2.5 km | 9 minsNayandahalli Metro Station3.4 km | 10 mins,,"Chandra Layout, Near NagaLingeshwara Temple",Attiguppe,5.0
1704967511-17,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,1 BHK House For Sale  In  Chandra Layout,https://www.nobroker.in/property/buy/1-bhk-apartment-for-sale-in--chandra-layout-bangalore/8a9f9f838c5d1770018c5d222a630373/detail,₹ 4 Crores,600,1 Bedroom,1 Bathroom,,Independent House,>10 years,Self Owned,>10 years,600 sq.ft,Fully furnished,South-East,0/3,Bike,No,"2bhk  1unit , 1bhk  2unit , 4 bhk ,duplex also available
This lovely 1BHK for sale is only 4 Crores rupees without any extra brokerage & could be your new home. This South East facing home is over 600 sqft. & is in a convenient location. You get ample & dedicated parking space for a bike with this home.",Bus StationsMysore Road Satellite Bus Station5.2 km | 14 minsVijayanagara TTMC3.0 km | 9 minsVeerabhadra Nagara3.6 km | 8 minsRaghavendra Colony7.6 km | 21 minsKalinga Travels7.2 km | 23 mins,,"Independent House,  80 Feet Rd  Near  Indian Oil",Attiguppe,5.0
1704967513-18,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,1 BHK Flat In Banshankri Crest For Sale  In Vijayanagar,https://www.nobroker.in/property/buy/1-bhk-apartment-for-sale-in-vijayanagar-bangalore/8a9f84438ca00a2c018ca023460b0d9c/detail,₹ 45 Lacs,600,1 Bedroom,1 Bathroom,,Banshankri Crest,>10 years,Self Owned,>10 years,,Semi,North,3/3,Bike,No,This 1 BHK for sale comes with an affordable price tag of just 45 Lakhs rupees with an additional perk of paying no brokerage. Situated on the 3rd floor this home can comfortably serve your parking facility for bike needs. This North facing home is over 600 sqft. & is in a convenient location.,Bus StationsMysore Road Satellite Bus Station1.9 km | 7 minsKSRTC Pick up point Katriguppe BMTC Bus Stop3.7 km | 10 minsVijayanagara TTMC1.2 km | 4 minsKalinga Travels5.0 km | 18 minsALL TICKET WALA6.0 km | 17 mins,,4th Main Rd Weavers Layout near Kalabyaraveshwara Boys Hostel/PG,Attiguppe,5.0
1704967515-19,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK House For Sale  In Chandra Layout,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-chandra-layout-bangalore/8a9fa0838c2ae1b1018c2b890c1d55c7/detail,₹ 2 Crores,"1,200",3 Bedroom,2 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"1,200 sq.ft",Semi,West,0/0,Bike and Car,No,"ONLY GENUINE CUSTOMERS WILL BE ENTERTAINED, ONE TIME SETTLEMENT IS PREFERRED . BROKERS ARE NOT ENTERTAINED

A semi furnished house with cupboards for a low price kindly contact us if you are a genuine customer.
Get a 3 BHK in Chandra Layout for sale at a very reasonable price, and without brokerage. This West facing home is over 1200 sqft. & is in a convenient location. You get ample & dedicated car parking with this home.

When you need club house, children play area, garden & swimming pool, all you have to do is step out of the door as the apartment complex has what you're looking for. You are viewing the right home if you would prefer a house with servant quarters, parking for visitors, waste treatment plant & house keeping.

Auden Public School, National Public School and Venkat International Public School are well known educational institutes in town & are very close to this home. Being situated near Radha Krishna Multispeciality Hospital, Fortis Hospital and Ramaiah Hospital, emergency care is very easily available at any time.

With Sri Eshwari Theatre, Veeresh Cinema's & Nalanda theatre close by, you can catch your favourite movies running & never worry about missing a show because of traffic. Never miss out on lifestyle as Gopalan Legacy Mall, Vijayanagar Shopping Complex and Swathi Ceramics are so close by.

For those with a busy lifestyle, super market & pharmacies are close by & getting your groceries or medication is very easy. Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time.",Bus StationsBHEL Bus station1.9 km | 24 minsSaraswati Nagar Bus Station2.0 km | 26 minsKSRTC Satellite Bus Stand2.6 km | 32 minsKSRTC Pick up point Katriguppe BMTC Bus Stop2.9 km | 36 minsUniversity Quarters Bus Stop3.8 km | 47 mins,"['Sewage treatment plant', 'Park', 'Shopping center', ""Children's play area"", 'Swimming pool', 'Visitor parking']","Independent House, no 1479 sri ranga nilaya, Devaraju D R, 6th cross, 4th main, Chandra Layout, near ICICI Bank , behind sri vinayaka hospital, Bengaluru 560040",Attiguppe,5.0
1704967517-20,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK Flat In Golden Mansion For Sale  In Chandra Layout,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-chandra-layout-bangalore/ff80818164c6129b0164c625fb840e1c/detail,₹ 65 Lacs,"1,100",2 Bedroom,2 Bathroom,2.0,Golden Mansion,>10 years,Self Owned,>10 years,Vitrified Tiles,Semi,East,3/4,Car,Yes,"3 months notice period				1. Clear legal titles
2. Fantastic centralized location, nearby to hospitals, schools, metro station, pickup drop points of most of company vehicles particularly for employees working in Global Village
3. 100 Vaastu compliant
4. East facing home
5. The building is constructed on a BDA site
6. Home connected with Corporation and Cauvery water to drink
7. 1 Car parking space available
8. Furnished w
This lovely 2bhk for sale is only 65 Lakhs rupees without any extra brokerage & could be your new home. This East facing home is over 1100 sqft. & is in a convenient location. Situated on the 3rd floor this home can comfortably serve your parking space for car and bike needs.

With amenities such as lift & Wi-Fi access this home offers you a lot of convenience.

With a subway station located nearby, this home is well connected & offers many transit options. 

Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time. As there are bus stop, super market & other local amenities close by, you'll find everything you need near home.

Being situated near Radhakrishna Multispeciality Hospital and IVF Centre, Fortis Hospital and Dr. Satyaprakash's Centre for Digestive and Liver Diseases, emergency care is very easily available at any time. With Raja Rajeshwari High School, SMARTKIDZ - PLAY SCHOOL IN CHANDRA LAYOUT, BANGALORE and Little Kidz Pre School close to this home, you'll be able to provide your children with many options to choose from.

If you are looking for gifts, or just want to spoil yourself, Gopalan Legacy Mall, Vijayanagar BDA Shopping Complex and Swathi Ceramics have a wide variety of things that you can choose from. As Veeresh Cinema, TELENT ISO Certification Consultants & Nalanda Theatre are in close proximity to this house, you can catch the latest movies at any time.",Bus StationsChandralayoutdeewar Hotel &#40;Pickup Van/Bus&#41;0.3 km | 5 minsBMTC Depot0.4 km | 6 minsBMTC Bus Stop0.5 km | 8 minsChandra Layout-Bus Stop0.7 km | 10 minsKSRTC Ticket Booking Centre0.9 km | 12 mins,"['Internet provider', 'Lift', 'Security']","Golden Mansion, 9th Cross Rd, Nagarbhavi 1st Stage, BDA Lay Out, Chandra Layout, Bengaluru, Karnataka 560040, India",Attiguppe,5.0
1704967519-21,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,"2 BHK Flat In Vaibhav Homes , For Sale  In Chandra Layout",https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-chandra-layout-bangalore/8a9ff7838b0e5a3c018b0ee7dae076f8/detail,₹ 75 Lacs,"1,200",2 Bedroom,2 Bathroom,2.0,"Vaibhav Homes ,",>10 years,Self Owned,>10 years,,Semi,East,3/3,Bike and Car,Yes,"solar is available
This 2 BHK for sale comes with an affordable price tag of just 75 Lakhs rupees with an additional perk of paying no brokerage. This East facing home is over 1200 sqft. & is in a convenient location. Situated on the 3rd floor this home can comfortably serve your dedicated parking area for car and bike needs.",Bus StationsBMTC Depot0.2 km | 3 minsChandra Layout Bus Station0.2 km | 4 minsBMTC Bus Stop0.4 km | 5 minsChandra Layout-Bus Stop0.5 km | 7 minsGanesh Temple Bus stop0.5 km | 7 mins,,"Vaibhav Homes XG4G+V5V 9th Cross Rd, 2nd Block, Nagarbhavi 1st Stage, Chandra Layout Bengaluru, Karnataka 560040 India",Attiguppe,5.0
1704967522-22,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,2 BHK Apartment In Vaibhav Homes For Sale  In Chandra Layout,https://www.nobroker.in/property/buy/2-bhk-apartment-for-sale-in-chandra-layout-bangalore/8a9f8e827b336158017b33b40a4c2871/detail,₹ 70 Lacs,"1,196",2 Bedroom,2 Bathroom,,Vaibhav Homes,>10 years,Self Owned,>10 years,,Unfurnished,East,1/3,Bike and Car,Yes,"An affordable 2bhk for sale in Chandra Layout is now available, without any brokerage. This home is over 1196 sqft. & even comes with ample parking space for a car and bike. This East facing home is on the 1st floor.

If you are looking for a home with security, this home is just right for you.

Never miss out on lifestyle as Gopalan Legacy Mall, Gopalan Arcade Mall and Jumbo Saver Mall are so close by. With Veeresh Cinema's, Vijay Theatre & Prasanna Theatre close by, you can catch your favourite movies running & never worry about missing a show because of traffic.

With a bus stop, petrol pump as well as pharmacies nearby, you won't have to worry about fuel, transport or access to medication. This home has easy access to ATM, super market & more local amenities because of its convenient location.

Fortis Hospital being nearby, you never have to worry about getting help during a medical emergency. National Public School, Little Flower Public School and Shambavi School of Dance are well known educational institutes in town & are very close to this home.",Bus StationsBMTC Depot0.2 km | 3 minsChandra Layout Bus Station0.2 km | 4 minsBMTC Bus Stop0.4 km | 5 minsChandra Layout-Bus Stop0.5 km | 7 minsGanesh Temple Bus stop0.5 km | 7 mins,['Security'],"9th Cross Rd, 2nd Block, Nagarbhavi ,vijayanagar2nd Stage, Chandra Layout, Bengaluru, Karnataka 560040",Attiguppe,5.0
1704967524-23,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK House For Sale  In Chandra Layout,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-chandra-layout-bangalore/8a9f058286ac13dd0186ac31acf8160e/detail,₹ 5.2 Crores,"3,600",4 Bedroom,9 Bathroom,,Independent House,>10 years,Self Owned,>10 years,"3,600 sq.ft",Semi,East,0/2,Bike,No,"total 8bhk /3600/9//
This lovely 4+ BHK for sale is only 5.2 Crores rupees without any extra brokerage & could be your new home. This East facing home is over 3600 sqft. & is in a convenient location. You get ample & dedicated parking space for a bike with this home.

Since there is an ATM & petrol pump close to this home you will have easy access to money & fuel at any time. For those with a busy lifestyle, super market & pharmacies are close by & getting your groceries or medication is very easy.

Auden Public School, National Public School and Venkat International Public School are well known educational institutes in town & are very close to this home. Being situated near Radha Krishna Multispeciality Hospital, Fortis Hospital and Ramaiah Hospital, emergency care is very easily available at any time.

If you are looking for gifts, or just want to spoil yourself, Gopalan Legacy Mall, Vijayanagar Shopping Complex and Swathi Ceramics have a wide variety of things that you can choose from. As Sri Eshwari Theatre, Veeresh Cinema's & Nalanda theatre are in close proximity to this house, you can catch the latest movies at any time.",Bus StationsBHEL Bus station1.9 km | 24 minsSaraswati Nagar Bus Station2.0 km | 26 minsKSRTC Satellite Bus Stand2.6 km | 32 minsKSRTC Pick up point Katriguppe BMTC Bus Stop2.9 km | 36 minsUniversity Quarters Bus Stop3.8 km | 47 mins,,"Independent House, 2nd Phase, BDA Lay Out, near  Vaidyamrutha Child Clinic",Attiguppe,5.0
1704967526-24,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK Flat For Sale  In Ganapathi Circle,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-ganapathi-circle-bangalore/8a9f97838c661a8c018c66fd1af86b1b/detail,₹ 1.3 Crores,"2,400",4 Bedroom,6 Bathroom,,Standalone Building,>10 years,Self Owned,>10 years,"2,400 sq.ft",0/3,North-East,0/3,Bike and Car,No,"This affordable 4+ BHK for sale in ganapathi Circle is perfect for those looking for a budget home. This North East facing home is over 2400 sqft. & is in a convenient location. You get ample & dedicated parking lot for a car and bike with this home.

Radhakrishna Multispeciality Hospital and IVF Centre being nearby, you never have to worry about getting help during a medical emergency.",Bus StationsBMTC Bus StopChandra Layout-Bus StopChandra Layout Water Tank Bus Stop,,"Standalone Building, 14th Main Rd, 2nd Phase, Binny Mills Employees Colony, Attiguppe,,near Sree Sharada Devi Udyanavana",Attiguppe,0.0
1704967529-25,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,4+ BHK Flat In Standalone Building  For Sale  In Attiguppe,https://www.nobroker.in/property/buy/4%2b-bhk-apartment-for-sale-in-attiguppe-bangalore/8a9f85038c8b7148018c8bf0cad652c2/detail,₹ 1.25 Crores,"2,500",4 Bedroom,6 Bathroom,,Standalone Building,5-10 years,Self Owned,5-10 years,,Unfurnished,East,0/3,Bike,No,"2BHK(2NO) 1BHK(3NO)
A 4+ BHK in Attiguppe for sale is now available, it is one of a few houses at this rate. This East facing home is over 2500 sqft. & is in a convenient location. You get ample & dedicated parking space for bike with this home.",Bus StationsMysore Road Satellite Bus Station1.8 km | 7 minsBCC Layout1.1 km | 4 minsChandra Layout1.2 km | 5 minsNayandahalli Metro Station3.0 km | 8 minsNayandahalli Mysore Road Metro Station2.5 km | 6 mins,,"5th D Cross Rd Indra Colony, BCC Layout,  NEAR Sri Panchamukhi Anjaneyaswaami Gudi - Attiguppe",Attiguppe,5.0
1704967532-26,https://www.nobroker.in/property/sale/bangalore/Attiguppe?searchParam=W3sibGF0IjoxMi45NTk3OTE0LCJsb24iOjc3LjUyODk3OTcsInBsYWNlSWQiOiJDaElKaVRRV29IQS1yanNSQTFnazF2WGJMQkEiLCJwbGFjZU5hbWUiOiJBdHRpZ3VwcGUiLCJzaG93TWFwIjpmYWxzZX1d&radius=2.0&city=bangalore&locality=Rajajinagar&isMetro=false,3 BHK Flat In Daffodils For Sale  In Bcc Layout,https://www.nobroker.in/property/buy/3-bhk-apartment-for-sale-in-bcc-layout-bangalore/8a9ff88389c89f7f0189c9df39757067/detail,₹ 90 Lacs,"1,225",3 Bedroom,2 Bathroom,,Daffodils,>10 years,Self Owned,>10 years,Mosaic,Semi,East,0/3,Bike and Car,No,"YOUR DREAM HOUSE AWAITS!

Semi furnished house for comfortable and safe living ( Only 4 houses in the building)
	
Features 

3 BHK(1225 sq ft) with Spacious and airy living areas with abundant natural light, perfect for both relaxation and family entertainment. With East facing enterence 
and other rooms set according to Vaastu

A well set Pooja room seperate from other rooms to maintain spiritual
This lovely three bedroom for sale is only 90 Lakhs rupees without any extra brokerage & could be your new home. This home is over 1225 sqft. & even comes with ample space for car and bike parking. This home faces the East direction.",Bus StationsBMTC Bus Stop0.2 km | 2 minsGanesha Temple Chandra Layout0.3 km | 3 minsChandra Layout Water Tank Bus Stop0.4 km | 4 minsChandra Layout-Bus Stop0.3 km | 4 minsBMTC Depot0.6 km | 7 mins,,"Chandra Layout ,Chandralayout water tank",Attiguppe,5.0
